"NR"	"Country"	"Gender"	"Age"	"LiveArea"	"Car"	"Bedroom"	"Travel"	"Computer"	"Wealth"	"ZPop"	"ZLike"	"SE"	"DASS"	"Depress"	"Anxiety"	"Stress"	"PopSelf"	"LikeSelf"	"Tobacco1"	"Tobacco2"	"Tobacco3"	"Tobacco4"	"Tobacco5"	"Alcohol1"	"Alcohol2"	"Alcohol3"	"Alcohol4"	"Drugs1"	"Drugs2"	"Drugs3"	"Drugs4"	"Sex1"	"Sex2"	"Sex3"	"Sex4"	"Sex5"	"Sex7"	"Sex8"	"Aggro1"	"Aggro2"	"Zfriend"	"Zattrac"	"Zcheers"	"Zhelpful"	"Zsports"	"Zwell"	"Znice"	"Zleader"	"Ztough"	"Zexclude"	"Zbullies"	"Zgossips"	"Zmean"	"ZSex3"	"ZSex4"	"ZTob3"	"ZTob4"	"ZAlc3"	"ZAlc4"	"ZMar1"	"AvrSex"	"AvrTob"	"AvrAlc"	"risksum"
"188"	25	"Austria"	"Female"	17	"Urban"	"One"	"Yes"	"Once"	"One"	"Average"	-0.154988129722743	0.117626595572142	3	2	2	2	2	"2"	"4"	"Yes"	"9 or 10 years old"	"0 days"	"I did not smoke"	0	"20 to 39 days"	"13 or 14 years old"	"10 to 19 days"	"2 days"	"1 or 2 times"	"9 or 10 years old"	"0 times"	"0 times"	"Yes"	1	1	"1 person"	0	"No"	0	"0 times"	"0 times"	-0.113530479480863	-0.601271708186267	0.80255897263314	1.49826726506583	-0.595889594158644	-0.217221217024665	1.59417499739415	-0.0861406568697816	-0.58404550758445	0.774438397996299	-0.500195448841752	0.760020270037702	-0.624798484598986	0.189975515071693	0.978035771183899	-0.547869962242889	-0.609377217664477	1.69391341999784	0.420544761942833	0.169584084841258	0.584005643127796	-0.578623589953683	1.05722909097034	1.23219522898571
"189"	10	"Austria"	"Male"	17	"Urban"	"One"	"Yes"	"Twice"	"More than two"	"Very well off"	0.418011301324771	-0.238924392932234	4	1.14285714285714	1.14285714285714	1	1.28571428571429	"4"	"4"	"Yes"	"11 or 12 years old"	"0 days"	"I did not smoke"	0	"20 to 39 days"	"13 or 14 years old"	"20 to 29 days"	"2 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	-1.33625636970646	1.96904827791296	-0.780335751144619	-0.480302913870395	1.59820722926891	-0.194067868701487	-0.955071873875755	-0.57641039128353	0.512002824850964	-0.710174503968536	-0.427220648514889	-0.708604361645309	0.909751457599402	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	2.5007300015608	0.420544761942833	-0.541969755678248	-0.614716014550516	-0.578623589953683	1.46063738175181	-0.274671978430633
"190"	1	NA	"Female"	16	"Rural"	"Two or more"	"Yes"	"Twice"	"More than two"	"Not very well off"	1.02051096378509	1.03971749860664	3.1	1.95238095238095	1.85714285714286	2	2	"5"	"6"	"Yes"	"9 or 10 years old"	"1 or 2 days"	"2 to 5 cigarettes per day"	0	"20 to 39 days"	"11 or 12 years old"	"3 to 5 days"	"3 to 5 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	1.3120958506693	1.82620318988112	3.33764999559001	2.81083692912919	0.0556386972918227	1.66100039900902	2.63249206490353	0.645532593109847	0.419879056167067	-0.617749874004276	-0.617858659982248	0.72	-0.317887765695611	-0.601262712649585	-0.628169316451447	-0.00937674752004937	1.44662353655193	0.0802802568719356	1.12377936386384	-0.541969755678248	-0.614716014550516	0.71862339451594	0.602029810367885	0.163967434655061
"191"	14	NA	"Female"	15	"Small town"	"Two or more"	"Yes"	"Once"	"Two"	"Quite well off"	-0.426358230246476	0.896012296862197	2.6	2.42857142857143	1.85714285714286	2.71428571428571	2.71428571428571	NA	NA	"Yes"	"11 or 12 years old"	"All 30 days"	"2 to 5 cigarettes per day"	1	"20 to 39 days"	"9 or 10 years old"	"3 to 5 days"	"3 to 5 days"	"3 to 9 times"	"9 or 10 years old"	"1 or 2 times"	"0 times"	"Yes"	3	1	"1 person"	0	"Yes"	3	"1 time"	"1 times"	0.655681527077772	-0.891114543650829	-0.77746025264604	-0.662779364334854	-0.513683037244461	-0.628592803098779	-0.690717375309475	-0.351888522520556	-0.64055549300373	-0.406694129710582	-0.72379948184049	-0.380286806970154	0.321832753603623	0.189975515071693	0.978035771183899	2.68308932609415	1.44662353655193	0.0802802568719356	1.12377936386384	0.881137925360765	0.584005643127796	2.06485643132304	0.602029810367885	4.13202981017948
"192"	3	NA	"Female"	16	"Small town"	"One"	"Yes"	"Twice"	"Two"	"Average"	2.33430018644085	1.04273766160151	2.7	1.80952380952381	1.85714285714286	1.14285714285714	2.42857142857143	"5"	"6"	"Yes"	"11 or 12 years old"	"0 days"	"I did not smoke"	0	"20 to 39 days"	"11 or 12 years old"	"6 to 9 days"	"3 to 5 days"	"1 or 2 times"	"9 or 10 years old"	"0 times"	"0 times"	"Yes"	3	4	"2 people"	1	"Yes"	3	"0 times"	"0 times"	1.50755672288882	2.07864622531064	2.74163452499872	2.96528890735222	0.833552625811889	2.33842212885164	2.59700761718592	3.56066525707536	1.89647484989135	-0.548971641356545	-0.491863343279267	-0.130984294346406	-0.71366079439908	2.56369019823553	2.58424085881924	-0.547869962242889	-0.609377217664477	0.887096838434889	1.12377936386384	0.169584084841258	2.57396552852739	-0.578623589953683	1.00543810114936	3.17036412456432
"193"	14	"Austria"	"Male"	16	"Suburban"	"One"	"Yes"	"More than twice"	"More than two"	"Quite well off"	-1.14699481109277	-0.327316975717856	2.8	2	2.14285714285714	1.57142857142857	2.28571428571429	"Almost nobody"	"4"	"No"	"never"	"0 days"	"I did not smoke"	0	"20 to 39 days"	"13 or 14 years old"	"6 to 9 days"	"3 to 5 days"	"0 times"	"never"	"0 times"	NA	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	0.459584770473649	-0.669998478894839	0.261820836103473	-0.711434228534905	-0.721179596081921	0.417007601174409	-0.313883935168866	-0.462918991465939	-0.731413457453147	-0.493394556860665	-0.608390041232258	-0.735092719194421	-0.581066098952238	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	0.887096838434889	1.12377936386384	-0.541969755678248	-0.614716014550516	-0.578623589953683	1.00543810114936	-0.729871259033085
"194"	16	NA	"Male"	16	"Suburban"	"Two or more"	"Yes"	"Twice"	"Two"	"Quite well off"	-0.083659496721229	1.88315693309735	3.2	1.9047619047619	1.85714285714286	1.71428571428571	2.14285714285714	"6"	"6"	"Yes"	"9 or 10 years old"	"0 days"	"I did not smoke"	0	"20 to 39 days"	"9 or 10 years old"	"6 to 9 days"	"3 to 5 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"1 time"	"0 times"	0.66400768850436	-0.359634142333519	-2.38116310996874e-16	1.91106906189954	-0.485259806823161	1.79821500894264	1.35308749574604	-0.176011509998558	0.495284935401325	-0.510255673188357	-0.504210485256124	-0.747022541075628	-0.573211504221111	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	0.887096838434889	1.12377936386384	-0.541969755678248	-0.614716014550516	-0.578623589953683	1.00543810114936	-0.729871259033085
"195"	24	"Austria"	"Male"	16	"Rural"	"One"	"Yes"	"Not at all"	"More than two"	"Average"	-1.39265069050882	0.686590476456653	3.2	1.61904761904762	1.14285714285714	2	1.71428571428571	"Almost nobody"	"5"	"No"	"never"	"0 days"	"I did not smoke"	0	"20 to 39 days"	"9 or 10 years old"	"6 to 9 days"	"3 to 5 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	0.834509188491625	-0.669998478894839	-0.189092826074731	0.809563087643167	-0.721179596081921	-0.464394828580593	0.43460852561843	-0.462918991465939	-0.0835901094232168	-0.493394556860665	-0.608390041232258	-0.361521009439879	-0.581066098952238	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	0.887096838434889	1.12377936386384	-0.541969755678248	-0.614716014550516	-0.578623589953683	1.00543810114936	-0.729871259033085
"196"	14	"Austria"	"Female"	17	"Small town"	"Two or more"	"Yes"	"Twice"	"More than two"	"Very well off"	0.425217761117141	0.362226315981771	3.4	1.76190476190476	1.28571428571429	1.85714285714286	2.14285714285714	"4"	"6"	"Yes"	"9 or 10 years old"	"1 or 2 days"	"2 to 5 cigarettes per day"	0	"20 to 39 days"	"9 or 10 years old"	"6 to 9 days"	"3 to 5 days"	"0 times"	"never"	"0 times"	"0 times"	"Yes"	1	1	"1 person"	1	"No"	0	"0 times"	"0 times"	0.127634025824351	0.569751165894832	1.4697008765075	-0.169912366696632	-0.180501614333103	0.0840154871620225	0.280963420787684	0.146176336551172	-0.643382052644153	-0.673465573050457	-0.636458650866879	2.09119755349725	-0.630934497574943	0.189975515071693	0.978035771183899	-0.00937674752004937	1.44662353655193	0.887096838434889	1.12377936386384	-0.541969755678248	0.584005643127796	0.71862339451594	1.00543810114936	1.76609738311485
"197"	10	NA	"Male"	16	"Rural"	"One"	"Yes"	"Twice"	"More than two"	"Average"	1.06543541032239	1.86235660954292	3	2.33333333333333	1.71428571428571	2	3.28571428571429	"5"	"Almost everybody"	"Yes"	"9 or 10 years old"	"6 to 9 days"	"2 to 5 cigarettes per day"	0	"20 to 39 days"	"13 or 14 years old"	"6 to 9 days"	"3 to 5 days"	"0 times"	"never"	"0 times"	"0 times"	"Yes"	2	1	"1 person"	0	"No"	0	"1 time"	"0 times"	2.30600539992008	0.748107210748047	0.688629880096417	1.63825759971158	-0.186052101883813	1.72675757296318	1.28717411496707	0.153801842687919	1.05989493670086	-0.813220284499398	-0.76242638944985	-0.714407487237226	-0.779863535820802	0.189975515071693	0.978035771183899	1.06760968192563	1.44662353655193	0.887096838434889	1.12377936386384	-0.541969755678248	0.584005643127796	1.25711660923878	1.00543810114936	2.30459059783769
"198"	1	"Austria"	"Male"	16	"Large town"	"Two or more"	"Yes"	"More than twice"	"More than two"	"Quite well off"	-0.316369578315501	1.02531152895257	3.6	1.52380952380952	1.42857142857143	1.28571428571429	1.85714285714286	"6"	"6"	"No"	"never"	"0 days"	"I did not smoke"	0	"20 to 39 days"	"11 or 12 years old"	"10 to 19 days"	"3 to 5 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	2.24698038783371	-0.415969083557351	-1.13120929308062	-1.3094267983152	0.97217655750635	-0.668099553023691	-1.10436686305969	-0.272609150029745	-0.134576561472406	-0.643650304346789	-0.460646417495262	-0.577350269189626	-0.446013664183957	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	1.69391341999784	1.12377936386384	-0.541969755678248	-0.614716014550516	-0.578623589953683	1.40884639193084	-0.326462968251608
"199"	15	NA	"Female"	16	"Rural"	"Two or more"	"Yes"	"Twice"	"More than two"	"Average"	0.693947591650556	1.03971749860664	2.4	1.52380952380952	1.42857142857143	1.14285714285714	2	"4"	"6"	"Yes"	"9 or 10 years old"	"1 or 2 days"	"2 to 5 cigarettes per day"	0	"20 to 39 days"	"13 or 14 years old"	"10 to 19 days"	"3 to 5 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	1.3120958506693	2.11515939081168	0.730110936535315	0.990346690055882	-0.639845018855959	0.139141394681384	0.349984494177925	-0.595876239793705	0.091848543536546	-0.617749874004276	-0.617858659982248	0.32	-0.715247472815124	-0.601262712649585	-0.628169316451447	-0.00937674752004937	1.44662353655193	1.69391341999784	1.12377936386384	-0.541969755678248	-0.614716014550516	0.71862339451594	1.40884639193084	0.970784016218015
"200"	3	NA	"Male"	17	"Rural"	"Two or more"	"Yes"	"Not at all"	"More than two"	"Average"	1.85023422813027	0.505410348808946	1.8	1.95238095238095	2	1.57142857142857	2.28571428571429	"Almost everybody"	"5"	"Yes"	"9 or 10 years old"	"0 days"	"I did not smoke"	0	"40 to 99 days"	"11 or 12 years old"	"1 or 2 days"	"0 days"	"3 to 9 times"	"9 or 10 years old"	"0 times"	"0 times"	"Yes"	1	1	"1 person"	0	"Yes"	2	"0 times"	"0 times"	-0.102868899974728	1.2247888533955	-0.479339350438075	-0.267863565792738	1.9248595067794	-0.658062489217515	-0.753016461685617	-0.293690774285698	2.3170578885736	2.28067209424441	0.322880019140328	-0.491701275459422	0.560747748288225	0.189975515071693	0.978035771183899	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	0.881137925360765	0.584005643127796	-0.578623589953683	-0.856230383295095	0.0302895952397831
"201"	6	"Austria"	"Female"	17	"Large town"	"Two or more"	"Yes"	"Twice"	"More than two"	"Quite well off"	0.228925285295814	1.36759261884122	2.5	2.23809523809524	2	2.28571428571429	2.42857142857143	"3"	"6"	"No"	"never"	"0 days"	"I did not smoke"	0	"40 to 99 days"	"9 or 10 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"Yes"	3	2	"1 person"	1	"No"	0	"0 times"	"0 times"	1.92669523073955	0.595293665415546	2.73117512900616	2.06247721838464	0.32304188676712	0.291101803052231	1.95870672438926	0.0640455990315034	-0.768004237276446	-0.710174503968536	-0.427220648514889	0.303687583562275	0.909751457599402	0.981213742792972	0.978035771183899	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	0.979624756988435	-0.578623589953683	-0.856230383295095	-0.997198971938591
"202"	7	NA	"Female"	16	"Rural"	"One"	"Yes"	"Twice"	"One"	"Quite well off"	-0.392512441130902	0.998029077597419	3.2	1.38095238095238	1.42857142857143	1.14285714285714	1.57142857142857	"5"	"Almost everybody"	"No"	"never"	"0 days"	"I did not smoke"	0	"40 to 99 days"	"11 or 12 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	1.13178063196145	-0.927581240063171	2.22133332028141	2.01311489462161	-0.192370941015967	1.04558526459029	1.76273625011792	0.1941808585135	-0.804716277832211	-0.732343656435475	0.1600142241188	-0.762000762001143	-0.6	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.856230383295095	-2.59153974347754
"203"	11	"Austria"	"Female"	18	"Large town"	"One"	"Yes"	"Once"	"More than two"	"Average"	-0.64736419364121	-0.519875925599555	3.4	1.33333333333333	1	1.42857142857143	1.57142857142857	"3"	"6"	"Yes"	"8 years old or younger"	"0 days"	"I did not smoke"	2	"40 to 99 days"	"9 or 10 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	NA	"Yes"	2	1	"1 person"	0	"No"	0	"0 times"	"0 times"	-1.32923589950608	-0.821551668610678	-0.594093185454257	-0.715672234238182	0.733729306332729	-0.461679353038658	-0.325597007364695	-0.812539006297297	-0.667876334710347	0	1.31597952876986	-0.54870059202587	0.0542051340300697	0.189975515071693	0.978035771183899	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	0.584005643127796	-0.578623589953683	-0.856230383295095	-1.39281808579923
"204"	19	"Austria"	"Male"	16	"Urban"	"One"	"Yes"	"Not at all"	"More than two"	"Very well off"	0.370279706814635	-0.216212305505952	3.8	1.28571428571429	1	1	1.85714285714286	"4"	"6"	"Yes"	"never"	"0 days"	"I did not smoke"	0	"40 to 99 days"	"11 or 12 years old"	"1 or 2 days"	"0 days"	"40 or more times"	"9 or 10 years old"	"40 or more times"	"0 times"	"Yes"	6	6	"1 person"	0	"Yes"	6	"10 or 11 times"	"0 times"	0.613064589196666	-0.601271708186267	-0.60466771910716	-0.419514834218433	-0.0266816236190438	-0.603392269512958	-0.894293291221107	-0.545557493508617	0.246596992091212	0.0234678302423121	-0.0294232616965737	-0.157740056045561	0.974685635974418	4.14616665367809	0.978035771183899	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	3.01579944691928	2.56210121243099	-0.578623589953683	-0.856230383295095	4.1430466861015
"205"	22	"Austria"	"Female"	16	"Urban"	"Two or more"	"Yes"	"Twice"	"More than two"	"Very well off"	-0.849499933800184	-0.0263461195819337	3.9	1.19047619047619	1.42857142857143	1	1.14285714285714	"Almost nobody"	"5"	"No"	"never"	"0 days"	"I did not smoke"	0	"40 to 99 days"	"9 or 10 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	NA	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	-0.966717017822607	-0.617861172260923	-0.594093185454257	-0.479736332840979	-0.695613498211548	-0.603009767234165	-1.07697471666784	-0.495965367480168	-0.31636247433648	-0.811844140885989	0.303687583562275	-0.212761454050847	-0.758871876420977	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.856230383295095	-2.59153974347754
"206"	23	"Austria"	"Female"	18	"Rural"	"One"	"Yes"	"Twice"	"More than two"	"Quite well off"	-0.331354995397409	-0.468515216038387	2.9	1.33333333333333	1.14285714285714	1.14285714285714	1.71428571428571	"5"	"5"	"No"	"never"	"0 days"	"I did not smoke"	0	"40 to 99 days"	"9 or 10 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"Yes"	3	"0 times"	"0 times"	-1.13177680127983	-0.763097096761827	-1.25730924938469	-0.988247085705543	-0.691682300779461	-0.70559161567496	-1.04752600103782	-0.377139810388408	-0.407238137205957	-0.748097000934383	-0.670531433342819	0.0306314150526195	-0.670160860023724	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.856230383295095	-2.59153974347754
"207"	15	"Austria"	"Female"	16	"Rural"	"Two or more"	"Yes"	"More than twice"	"More than two"	"Quite well off"	-2.49810214788103	-3.10589345164683	3.1	1.95238095238095	1.85714285714286	1.57142857142857	2.42857142857143	"Almost nobody"	"6"	"Yes"	"11 or 12 years old"	"1 or 2 days"	"Less than 1"	2	"40 to 99 days"	"11 or 12 years old"	"1 or 2 days"	"0 days"	"1 or 2 times"	"11 or 12 years old"	"0 times"	"0 times"	"Yes"	3	3	"2 people"	0	"Yes"	4	"0 times"	"0 times"	-1.41503731961623	-0.669998478894839	0.261820836103473	-0.331184899490387	-0.721179596081921	0.417007601174409	-0.688130165562514	-0.462918991465939	-0.731413457453147	1.20607558343718	-0.608390041232258	-0.361521009439879	0.276698142358209	1.77245197051425	2.58424085881924	-0.00937674752004937	0.0759563670743256	-0.726536324691018	-0.985924441899172	0.169584084841258	2.17834641466675	0.0332898097771381	-0.856230383295095	1.52498992599005
"208"	8	NA	"Male"	15	"Urban"	"Two or more"	"Yes"	"Twice"	"More than two"	"Very well off"	-0.291223068834935	-0.0199183227698398	3.1	1.04761904761905	1	1	1.14285714285714	NA	NA	"Yes"	"9 or 10 years old"	"0 days"	"I did not smoke"	0	"40 to 99 days"	"11 or 12 years old"	"3 to 5 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	-0.301511344577764	-0.7841599532609	-0.73398089645635	-1.04657255553608	-0.444561400433007	-0.844045857159467	-0.675933489404553	-0.658183577823022	-0.0862034022677889	2.19588656542618	2.49643847815326	1.25946436871544	2.32600555211552	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	0.0802802568719356	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.452822092513618	-2.18813145269607
"209"	10	"Austria"	"Male"	18	"Urban"	"Two or more"	"Yes"	"Not at all"	"More than two"	"Average"	-0.303117933155116	-0.032644941949689	3.7	1.23809523809524	1.14285714285714	1.14285714285714	1.42857142857143	"4"	"4"	"Yes"	"never"	"0 days"	"I did not smoke"	0	"40 to 99 days"	"11 or 12 years old"	"3 to 5 days"	"0 days"	"0 times"	"never"	"0 times"	NA	"No"	0	0	"Not during the past 3 months"	NA	NA	NA	"6 or 7 times"	"0 times"	-0.978527531320028	-0.650186624609397	-0.800332160474383	-0.906199289048706	-0.820461883332287	1.17621682026831	-1.24092177514561	-0.730881682755857	-0.643382052644153	-0.673465573050457	-0.636458650866879	1.01808301946577	-0.630934497574943	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	0.0802802568719356	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.452822092513618	-2.18813145269607
"210"	13	NA	"Female"	15	"Urban"	"One"	"Yes"	"Twice"	"More than two"	"Average"	-0.892596396256622	0.080837437341	2.9	1.47619047619048	1.42857142857143	1.28571428571429	1.71428571428571	"4"	"5"	"Yes"	"never"	"0 days"	"I did not smoke"	0	"40 to 99 days"	"17 years old or older"	"3 to 5 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	0	-0.497879335403746	-0.73398089645635	-0.377928978388028	-1.08361841355545	0.26981793794442	-0.675933489404553	0.0863191577472816	-0.482739052699618	-0.274485820678272	-0.278413213176943	-0.362725738190048	-0.308371948197133	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	0.0802802568719356	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.452822092513618	-2.18813145269607
"211"	13	"Austria"	"Female"	16	"Rural"	"One"	"Yes"	"Not at all"	"More than two"	"Quite well off"	-0.161349640999469	-0.453412753495783	2.6	1.47619047619048	1.28571428571429	1.28571428571429	1.85714285714286	"2"	"5"	"No"	"never"	"0 days"	"I did not smoke"	0	"40 to 99 days"	"9 or 10 years old"	"3 to 5 days"	"0 days"	"0 times"	"never"	"0 times"	NA	"Yes"	2	1	"1 person"	0	"Yes"	2	"0 times"	"0 times"	-0.436322899130201	0.0790810877341661	0.0711532719556761	0.364104425974899	-0.413522002297493	-0.764770292068902	0.826700654793953	-0.34825273889299	-0.629288243725152	-0.435770406107013	-0.349127157293583	-0.0583842312012947	-0.587605960347241	0.189975515071693	0.978035771183899	-0.547869962242889	-0.609377217664477	0.0802802568719356	-0.985924441899172	-0.541969755678248	0.584005643127796	-0.578623589953683	-0.452822092513618	-0.989409795017753
"212"	15	NA	"Female"	15	"Rural"	"Two or more"	"Yes"	"Once"	"One"	"Average"	-0.200941888137767	0.725056541595157	2.9	1.66666666666667	1.42857142857143	1.42857142857143	2.14285714285714	"2"	"5"	"No"	"never"	"0 days"	"I did not smoke"	0	"40 to 99 days"	"13 or 14 years old"	"3 to 5 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	-0.652989425752226	-0.525262697039206	0.476445685170951	0.5086903633602	-0.794237533862234	-0.218510734774241	0.092145354151242	-0.472573217396284	-0.603780614340102	-0.36940463498325	-0.198029508595335	9.21990038246667e-17	-0.470100494722268	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	0.0802802568719356	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.452822092513618	-2.18813145269607
"213"	22	"Austria"	"Female"	17	"Small town"	"One"	"No"	"More than twice"	"More than two"	"Not very well off"	-0.175054783293122	0.889932628231758	3.2	1.19047619047619	1	1	1.57142857142857	"4"	"4"	"No"	"never"	"0 days"	"I did not smoke"	0	"40 to 99 days"	"11 or 12 years old"	"3 to 5 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"Yes"	1	1	"1 person"	0	"No"	0	"0 times"	"0 times"	0.486669266185951	-0.277035834383326	0.91238509738481	0.970731887573824	-0.67732199396498	-0.761270063166334	1.30252409520121	-0.479736642934617	-0.452071473641003	-0.655098352658453	-0.589515903497709	-0.564336568233161	-0.728306957485129	0.189975515071693	0.978035771183899	-0.547869962242889	-0.609377217664477	0.0802802568719356	-0.985924441899172	-0.541969755678248	0.584005643127796	-0.578623589953683	-0.452822092513618	-0.989409795017753
"214"	26	"Austria"	"Male"	18	"Small town"	"One"	"Yes"	"Once"	"More than two"	"Quite well off"	-0.849499933800184	-0.85834892814234	2.9	NA	NA	NA	NA	"2"	"6"	"Yes"	"never"	"0 days"	"I did not smoke"	2	"40 to 99 days"	"9 or 10 years old"	"3 to 5 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	NA	NA	"0 times"	"0 times"	-1.69175478118956	-0.821551668610678	-1.02879551627444	-0.951608135635385	-0.695613498211548	-0.0376881104521353	-1.07697471666784	-0.812539006297297	-0.667876334710347	-0.811844140885989	-0.708604361645309	-0.884639730000892	-0.758871876420977	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	0.0802802568719356	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.452822092513618	-2.18813145269607
"215"	15	"Austria"	"Female"	16	"Rural"	"Two or more"	"Yes"	"More than twice"	"More than two"	"Very well off"	-0.212216191926338	-0.258286084874924	2.8	1.14285714285714	1.14285714285714	1	1.28571428571429	"4"	"5"	"No"	"never"	"0 days"	"I did not smoke"	0	"40 to 99 days"	"11 or 12 years old"	"6 to 9 days"	"0 days"	"20 to 39 times"	"9 or 10 years old"	"1 or 2 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	1.13177680127983	-0.594766854829071	0.50527381050039	-0.635301697953563	-0.691682300779461	-0.89458936987361	-0.378892383354106	-0.00618261984243289	-0.407238137205957	-0.0680088182667621	0.33526571667141	1.17930947952586	-0.0109862436069464	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	0.887096838434889	-0.985924441899172	2.30424560639978	-0.614716014550516	-0.578623589953683	-0.0494138017321417	1.06149220016344
"216"	20	"Austria"	"Male"	16	"Rural"	"One"	"Yes"	"Twice"	"Two"	"Very well off"	-0.174005608114003	0.46972385475788	4	1.28571428571429	1.14285714285714	1.14285714285714	1.57142857142857	"4"	"6"	"No"	"never"	"0 days"	"I did not smoke"	0	"40 to 99 days"	"9 or 10 years old"	"6 to 9 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"1 time"	"0 times"	-1.58448752179176	-0.594766854829071	-0.904792637407675	-0.282356310201584	0.244429083734095	0.428394909516941	-0.378892383354106	-0.562618405661395	-0.607519188290853	-0.748097000934383	-0.670531433342819	-0.428839810736677	-0.670160860023724	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	0.887096838434889	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.0494138017321417	-1.78472316191459
